test_id,y_pred
101427,anxiety
83827,bipolar
48671,suicidal
62818,depression
27248,depression
65924,depression
40157,depression
13036,anxiety
17021,anxiety
77330,stress
96926,depression
59257,normal
63790,depression
9092,anxiety
84072,anxiety
6228,bipolar
92563,anxiety
91889,personality disorder
100659,anxiety
38588,depression
60926,depression
23286,bipolar
77307,suicidal
83084,anxiety
61467,suicidal
49867,depression
64582,depression
86979,anxiety
99172,personality disorder
25190,anxiety
20282,personality disorder
94533,stress
9199,stress
67341,depression
79657,bipolar
94067,stress
97266,bipolar
26018,stress
7947,stress
69267,depression
25658,anxiety
71064,normal
25156,anxiety
2344,anxiety
49509,depression
90975,stress
99263,personality disorder
92915,anxiety
59053,normal
7433,stress
2186,bipolar
52372,depression
13447,stress
56202,depression
100845,anxiety
91044,stress
40421,suicidal
41794,suicidal
35613,depression
56846,normal
4344,anxiety
68605,normal
23998,bipolar
73289,depression
71327,depression
11626,personality disorder
46100,depression
36288,depression
97679,anxiety
83062,personality disorder
1180,anxiety
73927,depression
33536,depression
73488,depression
54988,suicidal
100519,anxiety
83423,anxiety
41711,suicidal
37837,depression
91617,personality disorder
97796,anxiety
9522,stress
25959,anxiety
101755,stress
6815,stress
87417,anxiety
7401,bipolar
58063,normal
62011,depression
15709,stress
35038,depression
8781,stress
96375,anxiety
42200,depression
59664,normal
83575,anxiety
30031,normal
89499,stress
33712,depression
96372,bipolar
65968,depression
92946,stress
63133,depression
5458,anxiety
88732,bipolar
9629,anxiety
21149,stress
29921,normal
51902,depression
61654,depression
78104,bipolar
16089,anxiety
27347,suicidal
67075,normal
35454,depression
76332,depression
31161,depression
82047,anxiety
84692,personality disorder
13651,anxiety
93089,stress
56034,suicidal
10804,stress
4214,stress
13247,personality disorder
12359,anxiety
68010,normal
69077,depression
33854,depression
78538,anxiety
83248,stress
19685,anxiety
69257,normal
16994,stress
66825,normal
40547,depression
72319,depression
4596,stress
94195,stress
14374,personality disorder
3690,anxiety
33643,normal
61957,normal
57794,normal
92963,anxiety
93027,anxiety
26837,normal
22286,stress
97916,anxiety
69175,normal
63802,depression
61357,depression
80044,bipolar
74563,depression
8300,anxiety
35482,depression
98050,anxiety
37741,depression
44328,depression
74308,depression
33618,depression
67453,normal
2907,anxiety
59826,suicidal
62203,normal
8502,anxiety
47006,suicidal
28945,depression
28965,normal
100248,personality disorder
75390,depression
61963,depression
45045,depression
43993,depression
35873,depression
10282,anxiety
16647,stress
42130,depression
1583,anxiety
43488,depression
17028,anxiety
63666,depression
30965,depression
91555,personality disorder
98474,anxiety
66755,depression
22359,stress
28964,normal
52226,normal
65659,depression
75831,depression
19048,stress
65614,depression
84140,anxiety
59795,depression
14634,personality disorder
4405,bipolar
46202,depression
30761,normal
35471,suicidal
29705,normal
47747,depression
75529,depression
101917,stress
46515,depression
102570,anxiety
49764,suicidal
19549,personality disorder
87629,personality disorder
90986,stress
99000,depression
42336,depression
92737,anxiety
38244,depression
69274,normal
40966,suicidal
6415,personality disorder
46427,suicidal
20365,anxiety
73337,depression
91345,personality disorder
62431,depression
67571,suicidal
57339,normal
95953,anxiety
101223,depression
83636,anxiety
55502,depression
101837,stress
96064,personality disorder
100352,bipolar
74189,depression
71047,normal
71578,depression
67179,normal
36581,depression
51068,depression
33728,depression
11065,stress
45597,suicidal
30372,normal
39085,depression
77309,anxiety
80952,anxiety
45764,depression
559,anxiety
43206,depression
25154,stress
9412,personality disorder
96814,bipolar
67441,normal
2300,anxiety
53558,suicidal
36824,depression
49668,depression
57806,normal
10123,stress
13919,bipolar
60671,suicidal
70872,normal
74979,depression
74300,suicidal
7760,anxiety
70161,depression
47143,depression
42888,suicidal
51860,depression
73860,depression
80477,anxiety
43043,depression
35050,depression
13640,bipolar
98458,anxiety
72371,normal
2794,anxiety
61151,depression
30646,depression
39329,depression
34126,depression
65902,depression
53216,depression
44154,depression
9090,stress
93173,anxiety
4296,stress
82565,bipolar
87877,anxiety
24198,anxiety
41423,depression
16009,bipolar
58738,normal
45558,depression
59514,normal
18505,anxiety
27978,normal
86625,depression
95742,anxiety
82732,bipolar
94228,stress
59849,depression
98160,anxiety
54872,bipolar
76851,depression
19502,stress
19957,stress
69502,normal
18858,anxiety
50854,depression
74583,normal
30336,depression
10133,stress
48877,depression
64760,depression
5715,anxiety
29485,normal
85072,anxiety
58050,normal
3225,stress
55643,stress
42697,normal
51661,depression
22883,stress
8668,stress
12675,stress
28620,normal
66685,depression
60251,depression
20536,personality disorder
59856,depression
77681,anxiety
69125,depression
43419,depression
29566,normal
63137,depression
7284,stress
78184,stress
50498,depression
31761,depression
503,anxiety
84283,stress
55520,suicidal
69784,normal
37239,depression
101379,anxiety
42109,depression
97537,bipolar
41162,depression
102560,anxiety
23608,bipolar
97896,anxiety
17608,anxiety
41464,depression
80843,personality disorder
37680,suicidal
51219,depression
102166,stress
89686,bipolar
70257,depression
7810,personality disorder
6974,stress
32453,normal
38170,depression
78329,stress
4891,bipolar
29716,normal
79232,stress
102698,stress
19322,stress
7517,bipolar
10511,anxiety
20495,stress
26055,anxiety
25576,anxiety
78810,personality disorder
18470,stress
57102,normal
49977,depression
26366,depression
38447,depression
65463,normal
61317,suicidal
42090,depression
96817,anxiety
65100,depression
92603,anxiety
9366,anxiety
87878,anxiety
22601,stress
42802,depression
43719,depression
50285,depression
93601,anxiety
76762,depression
3054,stress
58655,normal
54120,bipolar
70287,depression
64859,depression
59781,normal
36605,suicidal
77454,anxiety
4183,stress
17372,anxiety
9122,personality disorder
46663,depression
95312,stress
102401,personality disorder
31166,normal
19405,anxiety
15617,stress
13702,personality disorder
54885,depression
94511,stress
86536,depression
71809,normal
30810,normal
13831,bipolar
98867,stress
52930,depression
5078,anxiety
43042,depression
11622,personality disorder
84978,stress
34528,depression
98778,anxiety
72053,suicidal
92294,stress
28121,depression
83015,stress
92402,personality disorder
81883,stress
2963,anxiety
10575,stress
24263,bipolar
102309,anxiety
17495,stress
52305,depression
67972,depression
63018,depression
72304,depression
22781,stress
4552,stress
102191,stress
8187,anxiety
84842,anxiety
51221,depression
50373,depression
101841,anxiety
22898,stress
15671,anxiety
81994,stress
42495,depression
95974,stress
84,anxiety
21750,stress
3305,stress
43053,depression
70487,depression
45645,depression
39948,depression
35208,depression
41262,depression
46483,suicidal
82710,stress
67798,depression
28474,normal
33641,depression
28258,normal
68050,depression
9760,bipolar
33055,normal
54308,depression
20701,personality disorder
75020,depression
76408,depression
103477,anxiety
57883,normal
2270,stress
92086,personality disorder
32382,normal
68993,depression
39510,depression
65708,depression
97931,anxiety
33816,depression
78350,stress
76546,normal
59782,normal
89024,anxiety
98108,anxiety
61303,depression
42194,depression
7287,stress
32141,normal
78499,anxiety
26997,normal
47036,depression
43312,depression
45709,depression
1191,personality disorder
10980,anxiety
100860,stress
44368,depression
43810,depression
10382,anxiety
12631,stress
58412,normal
43461,depression
88163,anxiety
12558,bipolar
37580,depression
95752,anxiety
33534,suicidal
102533,stress
3568,anxiety
41448,normal
58994,normal
80039,anxiety
11909,bipolar
24756,anxiety
70844,normal
13592,personality disorder
26489,normal
21999,stress
77613,anxiety
102924,bipolar
69724,normal
77321,bipolar
34411,depression
9948,anxiety
60316,depression
14140,bipolar
101697,stress
64277,depression
100281,personality disorder
82080,stress
44917,depression
38949,depression
61149,depression
44339,depression
23383,stress
7801,stress
44406,depression
92467,anxiety
49791,depression
7512,anxiety
55046,depression
67398,normal
39149,depression
90635,stress
21010,personality disorder
87091,stress
11370,stress
77879,stress
13768,personality disorder
15712,bipolar
57040,normal
38592,suicidal
75133,normal
24387,bipolar
10184,personality disorder
48141,depression
55251,anxiety
45477,depression
93205,anxiety
40895,depression
31771,normal
78713,stress
47328,depression
7455,anxiety
9830,anxiety
8866,anxiety
587,anxiety
46309,depression
46963,depression
20568,personality disorder
88874,anxiety
71551,depression
60046,suicidal
10812,stress
55430,suicidal
17344,anxiety
70110,normal
56129,suicidal
16558,stress
53251,depression
34437,depression
49692,suicidal
65438,depression
94302,stress
72931,normal
101533,depression
102510,anxiety
23629,stress
78284,stress
49039,depression
58183,bipolar
101816,anxiety
85323,depression
61288,depression
61479,bipolar
53324,depression
2705,stress
35360,depression
35215,depression
101080,stress
93182,anxiety
92879,anxiety
18912,personality disorder
44726,suicidal
27485,normal
50597,suicidal
6456,stress
88768,stress
66918,depression
2324,anxiety
24513,anxiety
58407,normal
94577,stress
97851,anxiety
82755,anxiety
91458,personality disorder
63324,depression
70843,depression
55355,depression
66421,depression
12267,stress
32697,normal
17131,stress
15379,anxiety
101782,stress
63246,normal
80421,stress
19908,anxiety
49693,depression
4926,stress
38830,depression
23967,stress
75833,depression
46161,depression
72224,normal
95378,bipolar
45287,depression
89899,stress
39267,depression
50040,depression
37220,depression
62013,depression
98880,anxiety
98366,anxiety
76593,depression
30019,normal
47309,depression
77059,depression
22866,stress
90431,stress
82119,bipolar
30048,normal
47933,depression
33711,depression
79237,stress
71063,normal
5223,anxiety
83662,anxiety
60027,depression
29526,normal
29793,normal
292,anxiety
87317,stress
60013,depression
84484,anxiety
28847,depression
83023,stress
21041,personality disorder
17364,stress
14792,personality disorder
61676,depression
87442,anxiety
21548,stress
72529,depression
10846,anxiety
55085,depression
52605,depression
92164,personality disorder
29143,depression
91296,personality disorder
10530,anxiety
66080,depression
29844,depression
960,bipolar
43683,depression
93742,stress
103401,anxiety
99313,personality disorder
97146,anxiety
83573,stress
44792,normal
71561,depression
68914,depression
30550,normal
21441,stress
71452,depression
46869,depression
32036,normal
49494,depression
86929,anxiety
21381,stress
4563,bipolar
37145,normal
78324,bipolar
12879,anxiety
39701,depression
87613,anxiety
30821,suicidal
29128,normal
100362,bipolar
33172,depression
94902,stress
62790,normal
49,bipolar
4881,personality disorder
77018,depression
23890,bipolar
54840,stress
44294,depression
33900,normal
54610,depression
75124,depression
91207,anxiety
32743,normal
93689,anxiety
47699,depression
50095,depression
7107,stress
88796,bipolar
31647,normal
31834,normal
49027,depression
23766,stress
18186,stress
861,stress
22930,stress
77191,depression
97283,anxiety
29164,normal
33253,depression
83863,personality disorder
101302,anxiety
57650,normal
14251,bipolar
62890,normal
61297,depression
10341,stress
82359,stress
34824,depression
64432,depression
9794,anxiety
17784,normal
42671,normal
22588,stress
41089,normal
38237,depression
55375,bipolar
91277,personality disorder
46540,normal
10270,anxiety
41019,depression
34748,depression
77300,depression
45111,suicidal
22551,stress
71224,normal
15909,bipolar
25324,anxiety
65503,depression
94459,stress
99057,anxiety
8774,stress
65864,depression
54092,suicidal
30485,normal
76793,depression
8292,anxiety
101064,stress
78370,stress
72659,depression
22611,stress
40473,depression
25076,anxiety
63480,normal
87645,personality disorder
49335,depression
32937,depression
29556,normal
97214,bipolar
99017,depression
61449,depression
762,bipolar
18088,bipolar
14126,bipolar
50148,depression
49236,suicidal
69255,depression
35098,depression
47886,depression
101758,anxiety
11929,anxiety
42627,depression
11686,stress
72325,depression
78218,bipolar
83999,anxiety
44702,depression
19093,bipolar
22417,stress
66908,depression
62858,depression
53596,depression
57738,normal
89124,anxiety
4903,anxiety
78861,stress
25226,anxiety
101360,anxiety
23816,anxiety
11470,anxiety
91197,personality disorder
53312,depression
20516,personality disorder
101097,anxiety
5743,anxiety
48080,depression
91896,stress
47831,depression
14389,bipolar
66447,normal
39257,depression
70698,normal
91731,personality disorder
1420,stress
59489,normal
30159,suicidal
90192,bipolar
4146,anxiety
28897,suicidal
67939,depression
832,stress
23393,bipolar
15490,personality disorder
3801,anxiety
30916,normal
26895,normal
44182,depression
91778,personality disorder
32980,depression
14458,bipolar
93547,anxiety
579,anxiety
56017,depression
95318,anxiety
30927,normal
100763,anxiety
38511,depression
75850,depression
27522,normal
40059,depression
73620,depression
46542,suicidal
7577,stress
6199,personality disorder
81827,anxiety
88565,bipolar
94827,stress
68329,depression
92896,anxiety
12783,stress
49329,depression
9301,stress
32545,normal
88396,bipolar
28347,normal
80626,bipolar
55089,depression
99743,anxiety
55156,depression
20587,anxiety
70902,depression
8848,stress
1901,anxiety
49769,depression
90990,stress
98532,anxiety
58083,normal
49777,anxiety
65465,depression
36795,depression
66616,normal
71297,depression
40768,suicidal
63041,depression
74650,normal
53756,depression
49372,suicidal
102954,stress
17570,stress
1568,anxiety
39741,depression
60793,depression
26937,depression
94235,stress
47364,suicidal
75047,depression
46074,depression
22817,stress
47023,depression
2550,anxiety
98251,stress
99919,anxiety
56798,normal
13024,anxiety
80708,stress
6556,anxiety
36234,depression
27840,normal
39703,depression
80133,anxiety
39514,suicidal
16595,personality disorder
90690,stress
3646,personality disorder
96955,personality disorder
10729,anxiety
14212,bipolar
15136,anxiety
98581,anxiety
99940,bipolar
48301,normal
55972,suicidal
11736,personality disorder
42224,depression
57297,normal
79462,anxiety
83554,stress
41149,depression
32015,normal
33595,depression
30502,normal
80352,stress
102500,personality disorder
69687,depression
59162,normal
41407,depression
32909,normal
33436,depression
27069,normal
26781,depression
42162,depression
55306,suicidal
97500,anxiety
46362,depression
219,personality disorder
50829,depression
78777,personality disorder
5026,anxiety
21818,stress
75227,depression
31437,normal
42455,depression
98608,anxiety
10265,personality disorder
68519,depression
45648,depression
37197,depression
30195,normal
97603,anxiety
45002,suicidal
65072,depression
82199,stress
7065,personality disorder
74880,depression
46513,depression
3495,anxiety
93019,anxiety
65931,depression
42468,depression
25198,anxiety
48402,depression
60577,suicidal
8484,anxiety
49937,depression
49877,depression
6827,stress
8754,stress
90796,stress
50962,depression
30007,normal
89512,anxiety
48270,depression
3461,anxiety
2892,stress
58681,normal
32342,normal
20346,anxiety
970,anxiety
3669,stress
103429,anxiety
37345,depression
98236,anxiety
47100,suicidal
69964,depression
61220,depression
38595,depression
84145,stress
13099,bipolar
90235,anxiety
48615,normal
19729,personality disorder
6009,stress
54650,suicidal
73293,depression
81951,anxiety
44299,normal
53007,depression
13035,stress
53953,suicidal
95309,anxiety
11950,stress
61956,normal
28322,depression
21757,stress
41902,depression
91960,anxiety
101478,anxiety
45563,depression
24677,anxiety
1467,stress
68723,normal
94679,stress
12365,stress
70525,depression
30998,normal
79076,bipolar
2204,personality disorder
3438,anxiety
9346,stress
62510,normal
78133,stress
17103,bipolar
80991,personality disorder
14859,personality disorder
39918,anxiety
24276,stress
98090,depression
36323,depression
3176,anxiety
89684,bipolar
1690,anxiety
71676,depression
94320,stress
61604,depression
95503,anxiety
7745,bipolar
82616,anxiety
48975,suicidal
67711,normal
77047,depression
22196,stress
84614,anxiety
89980,stress
84254,stress
77429,stress
62756,normal
38679,depression
55130,depression
89464,anxiety
52781,depression
38726,depression
23222,stress
49740,suicidal
48539,depression
19203,stress
60335,suicidal
76745,depression
36738,depression
55441,depression
52319,normal
46521,suicidal
84588,anxiety
83796,stress
36668,suicidal
13503,anxiety
75611,depression
31184,normal
89141,anxiety
26435,normal
92578,anxiety
74685,depression
63258,depression
34407,depression
43540,suicidal
71695,bipolar
26591,depression
47539,normal
61825,normal
43936,depression
94334,stress
71598,depression
88968,bipolar
25445,anxiety
89715,bipolar
16686,anxiety
91306,personality disorder
33086,normal
42244,depression
90811,stress
68305,depression
74153,depression
5477,anxiety
68322,normal
94879,stress
6115,bipolar
75638,depression
57734,normal
57534,normal
83633,stress
43717,suicidal
66107,depression
24574,anxiety
90527,anxiety
55316,depression
88967,anxiety
84273,anxiety
79520,stress
36906,depression
68989,normal
34897,depression
68346,normal
60620,depression
36310,depression
30211,depression
39400,depression
27255,normal
47217,depression
82405,anxiety
87256,stress
41242,depression
67280,normal
96338,personality disorder
6532,stress
18818,stress
68814,normal
95412,depression
100239,bipolar
70381,normal
62932,suicidal
69826,normal
11600,anxiety
6590,bipolar
60766,depression
77063,depression
91804,stress
43166,depression
6361,anxiety
14797,anxiety
45560,depression
15733,stress
25954,stress
97783,bipolar
21788,stress
36838,depression
31624,normal
8788,bipolar
25185,anxiety
74225,depression
33493,depression
29144,normal
15938,stress
52512,depression
51104,normal
23922,anxiety
49363,depression
33209,normal
18678,stress
98332,anxiety
80336,anxiety
23648,bipolar
13697,anxiety
89164,anxiety
61893,depression
3703,anxiety
18375,bipolar
21946,stress
8568,personality disorder
55709,depression
97607,anxiety
81879,stress
83774,personality disorder
101012,anxiety
73924,depression
63689,depression
29204,normal
44603,depression
47410,depression
67853,depression
92958,anxiety
84226,anxiety
43709,suicidal
83919,bipolar
295,anxiety
36633,depression
9911,anxiety
19781,anxiety
20048,personality disorder
73619,depression
76043,normal
64158,depression
71929,depression
29880,depression
2917,personality disorder
34468,normal
95541,anxiety
79082,stress
21620,stress
70635,normal
32912,normal
4029,anxiety
46945,depression
79316,stress
50087,depression
51370,depression
95601,personality disorder
79961,anxiety
15543,anxiety
34108,suicidal
101747,stress
98556,normal
38226,depression
13154,stress
30749,normal
59734,normal
97442,bipolar
79935,anxiety
23767,stress
21061,anxiety
59914,depression
101020,depression
93394,anxiety
29509,normal
32964,normal
19375,bipolar
59054,normal
99993,anxiety
56296,normal
26496,suicidal
27307,depression
101880,bipolar
5917,bipolar
95147,anxiety
43340,depression
2054,anxiety
102344,bipolar
26637,normal
26414,depression
39156,depression
80036,anxiety
78459,anxiety
84185,stress
11077,stress
75266,depression
80792,anxiety
43378,depression
36857,depression
33396,depression
21727,stress
17223,stress
87475,bipolar
68759,depression
60361,depression
23,anxiety
24025,anxiety
39117,depression
32183,depression
6997,personality disorder
78085,personality disorder
20399,personality disorder
68902,depression
1846,anxiety
18417,stress
31125,normal
57182,normal
40779,depression
31998,normal
22026,stress
40377,depression
2060,stress
52112,depression
16786,anxiety
100467,personality disorder
60401,depression
7050,anxiety
99987,anxiety
34865,depression
11293,anxiety
55419,anxiety
7134,stress
52957,suicidal
10958,stress
88637,bipolar
77711,stress
74627,normal
69652,depression
93929,stress
82991,bipolar
97574,anxiety
3022,stress
56037,depression
7844,bipolar
59075,suicidal
22123,stress
66468,normal
21029,anxiety
32387,normal
26663,normal
10427,stress
6849,bipolar
75973,depression
69903,normal
72611,depression
55052,depression
9276,personality disorder
92920,anxiety
17719,stress
90538,stress
71390,depression
19356,personality disorder
62663,depression
73914,depression
13744,anxiety
103240,bipolar
19887,anxiety
66800,normal
40098,depression
40126,depression
24755,anxiety
93691,anxiety
33751,depression
59859,depression
50458,depression
683,stress
84907,anxiety
69316,normal
2939,bipolar
16246,stress
97650,personality disorder
31839,normal
29630,suicidal
58168,normal
69427,suicidal
23778,bipolar
39683,depression
33873,depression
42942,depression
31871,normal
13679,anxiety
84560,anxiety
65101,depression
5829,anxiety
4291,anxiety
50007,depression
77645,stress
76539,depression
9639,bipolar
34915,depression
30234,normal
96135,bipolar
16441,anxiety
93172,stress
793,stress
49248,suicidal
42922,depression
36433,depression
52034,depression
8214,anxiety
50151,depression
6895,stress
13111,bipolar
5976,anxiety
537,stress
21897,stress
13169,stress
100678,depression
57504,normal
94893,stress
30531,normal
35136,depression
51962,normal
60152,depression
5929,stress
48847,depression
91879,personality disorder
88657,bipolar
29849,normal
79990,personality disorder
49141,depression
93816,stress
67578,depression
64231,depression
92522,anxiety
17898,bipolar
33336,depression
53017,depression
38488,depression
77532,anxiety
31027,normal
1571,stress
66066,depression
3724,stress
29789,depression
101398,anxiety
30022,normal
32558,depression
39038,depression
8873,anxiety
93987,anxiety
102871,anxiety
49790,depression
14891,anxiety
94183,stress
52297,depression
41899,bipolar
91045,stress
29717,normal
61234,depression
20366,stress
40952,normal
49397,depression
77703,anxiety
97330,anxiety
44919,depression
62960,normal
93556,anxiety
41633,depression
94740,stress
17568,anxiety
64672,depression
15823,bipolar
74259,depression
86591,depression
32031,normal
102218,stress
71347,depression
73812,depression
97028,anxiety
37201,depression
95865,anxiety
73233,normal
33733,suicidal
3434,anxiety
82956,stress
37518,depression
21230,stress
2243,stress
9384,anxiety
28016,normal
24099,bipolar
68354,normal
102174,personality disorder
72370,depression
1942,stress
35351,suicidal
59591,normal
5318,bipolar
17581,anxiety
67350,depression
32302,normal
38652,depression
39484,depression
53413,suicidal
96056,stress
103035,stress
59365,normal
24759,anxiety
50164,depression
93663,anxiety
60637,depression
73460,depression
24444,anxiety
12089,stress
77520,personality disorder
48226,depression
100049,normal
98226,anxiety
13322,personality disorder
56240,depression
22937,stress
14670,stress
58069,normal
90466,stress
35869,depression
71205,suicidal
13623,personality disorder
21584,stress
4943,stress
74143,depression
78923,anxiety
98678,stress
89107,anxiety
2235,stress
91864,stress
88866,bipolar
98202,anxiety
4394,stress
15311,personality disorder
17542,stress
11176,anxiety
22482,stress
6778,anxiety
23572,anxiety
17940,stress
96388,bipolar
41938,normal
9258,stress
45161,depression
90321,stress
20999,personality disorder
30807,normal
41109,depression
98441,personality disorder
34425,depression
54614,depression
54014,depression
78429,anxiety
38587,depression
44341,depression
10732,anxiety
11583,personality disorder
20262,personality disorder
2455,stress
77971,stress
11956,anxiety
69560,normal
54833,depression
28444,normal
74691,depression
16393,stress
42748,depression
20342,personality disorder
64281,depression
11159,bipolar
70778,depression
25961,anxiety
36439,depression
27256,normal
499,anxiety
22701,stress
96234,bipolar
11367,stress
20354,personality disorder
92960,anxiety
75374,depression
40922,depression
12198,anxiety
92872,anxiety
63152,normal
61148,depression
28274,normal
23309,bipolar
32048,normal
89556,stress
3034,stress
17835,anxiety
39569,depression
97810,personality disorder
79351,personality disorder
40504,depression
32216,normal
63102,depression
20583,stress
72796,depression
88714,bipolar
92302,anxiety
84135,stress
20940,stress
84927,bipolar
95897,bipolar
52011,depression
21643,stress
15143,depression
2185,anxiety
53627,depression
5116,anxiety
90858,stress
29245,normal
4805,anxiety
69588,normal
62153,depression
